zone_id,map_id,region_id,value01,value02,value03,value04,center_x,center_y,center_z,radius
2,2,8,0,380,380,1,-1852,0,-751,10
2,2,9,0,380,380,1,-1812,0,-758,10
2,2,10,0,380,380,1,-1775,0,-692,10
2,2,11,0,380,380,1,-1771,0,-713,10
2,2,12,0,380,380,1,-1789,0,-674,10
2,2,1,0,18,360,0,-94,17,584,50
2,2,2,0,19,360,0,-1872,0,-3412,10
2,2,3,0,19,360,0,-1810,0,-3411,10
2,2,4,0,20,360,0,-1872,0,4404,10
3,3,1,0,369,369,1,-65,0,-8788,10
3,3,2,0,369,369,1,-113,0,-8893,10
3,3,3,0,369,369,1,-39,0,-8867,10
3,3,4,0,369,369,1,-137,0,-8809,10
3,3,5,0,370,370,1,-40,0,-8813,10
3,3,6,0,371,371,1,-38,0,-8840,10
3,3,7,0,370,370,1,-59,0,-8884,10
3,3,8,0,371,371,1,-87,0,-8892,10
3,3,9,0,370,370,1,-131,0,-8871,10
3,3,10,0,371,371,1,-143,0,-8841,10
3,3,11,0,370,370,1,-116,0,-8786,10
3,3,12,0,371,371,1,-90,0,-8782,10
3,3,1,0,98,90,0,-741,10,-6889,10
4,4,1,0,362,362,1,-574,0,-2036,10
4,4,2,0,362,362,1,-461,0,-2004,10
4,4,3,0,362,362,1,-505,0,-2074,10
4,4,4,0,362,362,1,-524,0,-1960,10
4,4,5,0,361,361,1,-550,0,-1977,10
4,4,6,0,360,360,1,-568,0,-2003,10
4,4,7,0,361,361,1,-553,0,-2058,10
4,4,8,0,360,360,1,-529,0,-2070,10
4,4,9,0,361,361,1,-476,0,-2057,10
4,4,10,0,360,360,1,-460,0,-2032,10
4,4,11,0,361,361,1,-476,0,-1977,10
4,4,12,0,360,360,1,-499,0,-1963,10
4,4,1,0,20,360,0,-2460,24,3048,10
4,4,2,0,105,170,0,2621,0,222,10
5,5,1,0,351,351,1,-3566,12,-4670,10
5,5,2,0,351,351,1,-3556,11,-4784,10
5,5,3,0,351,351,1,-3506,11,-4725,10
5,5,4,0,351,351,1,-3610,11,-4723,10
5,5,5,0,353,353,1,-3518,11,-4696,10
5,5,6,0,352,352,1,-3537,12,-4678,10
5,5,7,0,353,353,1,-3585,11,-4681,10
5,5,8,0,352,352,1,-3598,11,-4699,10
5,5,9,0,353,353,1,-3600,11,-4746,10
5,5,10,0,352,352,1,-3579,11,-4768,10
5,5,11,0,353,353,1,-3530,11,-4775,10
5,5,12,0,352,352,1,-3511,11,-4751,10
6,6,1,0,33,180,0,-29,398,1031,40
6,6,2,0,32,90,0,324,397,1234,10
6,6,3,0,29,45,0,-49,412,1769,10
6,6,4,0,28,360,0,-141,412,1769,10
6,6,5,0,22,360,0,0,527,2788,10
6,6,6,0,25,270,0,-646,404,1970,10
6,6,7,0,26,270,0,-420,412,1769,10
6,6,8,0,30,270,0,-396,412,1395,10
6,6,9,0,31,270,0,-549,396,1099,10
6,6,10,0,27,270,0,-770,403,1320,10
6,6,11,0,36,270,0,-1635,396,1537,10
6,6,12,0,37,360,0,376,397,1539,10
6,6,13,0,138,90,0,-29,412,1406,10
6,6,14,0,145,90,0,-14,412,1701,10
6,6,15,0,141,90,0,-26,412,1522,10
6,6,16,0,147,270,0,-420,412,1639,10
6,6,17,0,35,360,0,-19,401,272,10
6,6,18,0,35,360,0,-118,396,276,10
6,6,19,0,36,270,0,-1649,401,1644,10
6,6,20,0,34,270,0,1278,396,1516,10
6,6,21,0,34,270,0,1281,396,1636,10
6,6,22,0,23,360,0,-43,396,2196,10
6,6,23,0,24,360,0,43,397,2194,10
7,7,1,0,381,381,1,-3273,-19,3401,10
7,7,2,0,381,381,1,-3201,-19,3486,10
7,7,3,0,381,381,1,-3281,-19,3484,10
7,7,4,0,381,381,1,-3200,-19,3408,10
7,7,5,0,383,383,1,-3244,-19,3393,10
7,7,6,0,382,382,1,-3220,-19,3396,10
7,7,7,0,383,383,1,-3188,-19,3433,10
7,7,8,0,382,382,1,-3189,-19,3460,10
7,7,9,0,383,383,1,-3225,-19,3501,10
7,7,10,0,382,382,1,-3255,-19,3499,10
7,7,11,0,383,383,1,-3289,-19,3456,10
7,7,12,0,382,382,1,-3286,-19,3429,10
7,7,1,0,383,383,1,-570,16,-2064,10
7,7,2,0,383,383,1,-576,14,-2051,10
7,7,3,0,383,383,1,-581,13,-2037,10
7,7,4,0,383,383,1,-577,12,-2023,10
7,7,5,0,383,383,1,-564,11,-2014,10
7,7,6,0,383,383,1,-548,12,-2013,10
7,7,7,0,383,383,1,-531,12,-2019,10
7,7,8,0,383,383,1,-524,17,-2035,10
7,7,9,0,383,383,1,-525,19,-2055,10
7,7,10,0,383,383,1,-533,17,-2069,10
7,7,11,0,383,383,1,-547,18,-2076,10
7,7,12,0,383,383,1,-561,17,-2071,10
7,7,1,0,383,383,1,-570,16,-2064,10
7,7,2,0,383,383,1,-576,14,-2051,10
7,7,3,0,383,383,1,-581,13,-2037,10
7,7,4,0,383,383,1,-577,12,-2023,10
7,7,5,0,383,383,1,-564,11,-2014,10
7,7,6,0,383,383,1,-548,12,-2013,10
7,7,7,0,383,383,1,-531,12,-2019,10
7,7,8,0,383,383,1,-524,17,-2035,10
7,7,9,0,383,383,1,-525,19,-2055,10
7,7,10,0,383,383,1,-533,17,-2069,10
7,7,11,0,383,383,1,-547,18,-2076,10
7,7,12,0,383,383,1,-561,17,-2071,10
7,7,1,0,38,315,0,-2583,0,3026,50
7,7,2,0,39,45,0,-2370,0,2996,50
7,7,3,0,40,360,0,-674,0,-10,50
7,7,4,0,41,270,0,-2591,34,-2051,50
7,7,5,0,42,180,0,431,0,-4236,50
7,7,6,0,43,180,0,309,0,-4238,50
8,8,1,0,372,372,1,-173,398,-3784,10
8,8,2,0,372,372,1,-208,398,-3889,10
8,8,3,0,372,372,1,-241,398,-3820,10
8,8,4,0,372,372,1,-139,398,-3860,10
8,8,5,0,374,374,1,-203,398,-3787,10
8,8,6,0,373,373,1,-223,398,-3799,10
8,8,7,0,374,374,1,-241,398,-3847,10
8,8,8,0,373,373,1,-231,398,-3870,10
8,8,9,0,374,374,1,-179,398,-3891,10
8,8,10,0,373,373,1,-153,398,-3880,10
8,8,11,0,374,374,1,-137,398,-3830,10
8,8,12,0,373,373,1,-149,398,-3803,10
8,8,1,0,100,315,0,-1619,407,923,10
9,9,1,0,363,363,1,-4504,0,-4462,10
9,9,2,0,363,363,1,-4604,0,-4515,10
9,9,3,0,363,363,1,-4578,0,-4444,10
9,9,4,0,363,363,1,-4528,0,-4540,10
9,9,5,0,364,364,1,-4525,0,-4440,10
9,9,6,0,365,365,1,-4551,0,-4436,10
9,9,7,0,364,364,1,-4598,0,-4462,10
9,9,8,0,365,365,1,-4608,0,-4487,10
9,9,9,0,364,364,1,-4586,0,-4538,10
9,9,10,0,365,365,1,-4559,0,-4547,10
9,9,11,0,364,364,1,-4509,0,-4522,10
9,9,12,0,365,365,1,-4501,0,-4493,10
9,9,1,0,40,360,0,2626,10,0,10
9,9,2,0,107,180,0,1993,25,-1547,10
10,10,1,0,354,354,1,1861,0,-3749,10
10,10,2,0,354,354,1,1864,0,-3637,10
10,10,3,0,354,354,1,1917,-1,-3699,10
10,10,4,0,354,354,1,1808,0,-3689,10
10,10,5,0,355,355,1,1892,0,-3742,10
10,10,6,0,356,356,1,1909,-1,-3725,10
10,10,7,0,355,355,1,1911,-1,-3672,10
10,10,8,0,356,356,1,1890,0,-3648,10
10,10,9,0,355,355,1,1833,0,-3644,10
10,10,10,0,356,356,1,1813,0,-3662,10
10,10,11,0,355,355,1,1811,0,-3715,10
10,10,12,0,356,356,1,1829,0,-3738,10
11,11,1,0,57,90,0,-690,-398,1598,10
11,11,2,0,54,180,0,-632,-398,977,10
11,11,3,0,45,360,0,-746,-399,4365,10
11,11,4,0,48,90,0,141,-365,4124,10
11,11,5,0,51,90,0,-401,-364,2377,10
11,11,6,0,49,270,0,-1080,-398,2672,10
11,11,7,0,52,270,0,-1143,-398,1635,10
11,11,8,0,50,270,0,-1152,-398,2043,10
11,11,9,0,53,90,0,-386,-398,1247,10
11,11,10,0,46,360,0,-1050,-400,4347,10
11,11,11,0,47,360,0,-368,-399,4366,10
11,11,12,0,139,90,0,-657,-398,2473,10
11,11,13,0,146,270,0,-1291,-398,2521,10
11,11,14,0,142,270,0,-837,-398,2485,10
11,11,15,0,147,90,0,-660,-388,2633,10
11,11,16,0,56,360,0,-725,-398,462,10
11,11,17,0,55,360,0,-864,-398,468,10
11,11,18,0,55,360,0,-814,-400,3980,10
11,11,19,0,55,360,0,-678,-400,3982,10
12,12,1,0,384,384,1,5998,-1,12139,10
12,12,2,0,384,384,1,6048,-3,12242,10
12,12,3,0,384,384,1,6069,0,12165,10
12,12,4,0,384,384,1,5970,1,12219,10
12,12,5,0,386,386,1,6027,-1,12134,10
12,12,6,0,385,385,1,6051,0,12144,10
12,12,7,0,386,386,1,6074,-1,12195,10
12,12,8,0,385,385,1,6066,-2,12221,10
12,12,9,0,386,386,1,6016,-1,12248,10
12,12,10,0,385,385,1,5989,0,12241,10
12,12,11,0,386,386,1,5966,0,12189,10
12,12,12,0,385,385,1,5975,0,12162,10
12,12,1,0,386,386,1,-157,0,4279,10
12,12,2,0,386,386,1,-141,0,4271,10
12,12,3,0,386,386,1,-133,0,4261,10
12,12,4,0,386,386,1,-128,0,4247,10
12,12,5,0,386,386,1,-131,0,4233,10
12,12,6,0,386,386,1,-142,0,4223,10
12,12,7,0,386,386,1,-158,0,4215,10
12,12,8,0,386,386,1,-174,0,4222,10
12,12,9,0,386,386,1,-184,0,4234,10
12,12,10,0,386,386,1,-192,0,4250,10
12,12,11,0,386,386,1,-184,0,4262,10
12,12,12,0,386,386,1,-172,0,4274,10
12,12,1,0,386,386,1,-157,0,4279,10
12,12,2,0,386,386,1,-141,0,4271,10
12,12,3,0,386,386,1,-133,0,4261,10
12,12,4,0,386,386,1,-128,0,4247,10
12,12,5,0,386,386,1,-131,0,4233,10
12,12,6,0,386,386,1,-142,0,4223,10
12,12,7,0,386,386,1,-158,0,4215,10
12,12,8,0,386,386,1,-174,0,4222,10
12,12,9,0,386,386,1,-184,0,4234,10
12,12,10,0,386,386,1,-192,0,4250,10
12,12,11,0,386,386,1,-184,0,4262,10
12,12,12,0,386,386,1,-172,0,4274,10
12,12,1,0,58,270,0,3124,0,7398,50
12,12,2,0,62,135,0,3445,0,3972,50
12,12,3,0,63,180,0,3536,-2,4034,50
12,12,4,0,59,315,0,-3430,-4,5969,50
12,12,5,0,60,270,0,-3563,-1,5898,50
12,12,6,0,61,225,0,-3636,-3,3996,10
13,13,1,0,375,375,1,-910,0,-862,10
13,13,2,0,375,375,1,-881,0,-750,10
13,13,3,0,375,375,1,-844,0,-817,10
13,13,4,0,375,375,1,-953,0,-795,10
13,13,5,0,376,376,1,-857,0,-840,10
13,13,6,0,377,377,1,-878,0,-856,10
13,13,7,0,376,376,1,-936,0,-845,10
13,13,8,0,377,377,1,-952,0,-819,10
13,13,9,0,376,376,1,-933,0,-765,10
13,13,10,0,377,377,1,-907,0,-751,10
13,13,11,0,376,376,1,-852,0,-765,10
13,13,12,0,377,377,1,-842,0,-789,10
13,13,1,0,102,270,0,409,0,-7176,10
14,14,1,0,366,366,1,2385,0,-3731,10
14,14,2,0,366,366,1,2278,0,-3781,10
14,14,3,0,366,366,1,2310,0,-3708,10
14,14,4,0,366,366,1,2356,0,-3814,10
14,14,5,0,368,368,1,2362,0,-3707,10
14,14,6,0,367,367,1,2335,0,-3700,10
14,14,7,0,368,368,1,2284,0,-3727,10
14,14,8,0,367,367,1,2271,0,-3754,10
14,14,9,0,368,368,1,2300,0,-3807,10
14,14,10,0,367,367,1,2329,0,-3817,10
14,14,11,0,368,368,1,2378,0,-3792,10
14,14,12,0,367,367,1,2390,0,-3763,10
14,14,1,0,61,360,0,470,2,-1838,10
14,14,2,0,109,270,0,2914,31,889,10
15,15,1,0,357,357,1,-1632,9,-3624,10
15,15,2,0,357,357,1,-1514,16,-3612,10
15,15,3,0,357,357,1,-1569,9,-3671,10
15,15,4,0,357,357,1,-1573,17,-3556,10
15,15,5,0,359,359,1,-1621,7,-3654,10
15,15,6,0,358,358,1,-1597,8,-3666,10
15,15,7,0,359,359,1,-1536,11,-3659,10
15,15,8,0,358,358,1,-1520,14,-3636,10
15,15,9,0,359,359,1,-1527,18,-3579,10
15,15,10,0,358,358,1,-1545,18,-3562,10
15,15,11,0,359,359,1,-1602,15,-3565,10
15,15,12,0,358,358,1,-1624,11,-3591,10
16,16,1,0,99,100,0,-137,10,1766,10
17,17,1,0,106,270,0,-1141,0,1192,10
21,21,1,0,120,270,0,-1284,0,-20,10
22,22,1,0,101,270,0,2443,6,-2087,10
23,23,1,0,108,180,0,-1012,0,1386,10
27,27,1,0,121,270,0,-1284,0,-20,10
28,28,1,0,103,60,0,190,-4,-1127,10
29,29,1,0,110,89,0,-1318,0,1552,10
33,33,1,0,122,270,0,-1284,0,-20,10
34,34,1,0,114,270,0,-295,4,-1905,10
35,35,1,0,115,270,0,-295,4,-1905,10
36,36,1,0,116,270,0,-295,4,-1905,10
37,37,1,0,65,270,0,-2177,25,5091,10
37,37,2,0,66,270,0,-1975,0,3689,10
37,37,3,0,67,180,0,-1450,0,3525,10
37,37,4,0,69,90,0,75,0,3650,10
37,37,5,0,68,180,0,-699,0,3275,10
37,37,6,0,143,270,0,-2176,25,5009,10
38,38,1,0,235,235,1,888,0,-3887,10
38,38,2,0,235,235,1,815,0,-3913,10
38,38,3,0,235,235,1,916,0,-3970,10
38,38,4,0,235,235,1,833,0,-3989,10
38,38,5,0,233,233,1,862,0,-3999,10
38,38,6,0,234,234,1,893,0,-3991,10
38,38,7,0,233,233,1,917,0,-3935,10
38,38,8,0,234,234,1,906,0,-3908,10
38,38,9,0,233,233,1,858,0,-3881,10
38,38,10,0,234,234,1,828,0,-3893,10
38,38,11,0,233,233,1,807,0,-3942,10
38,38,12,0,234,234,1,814,0,-3972,10
38,38,13,0,236,236,1,2622,0,-1292,10
38,38,14,0,236,236,1,2741,0,-1299,10
38,38,15,0,236,236,1,2675,0,-1344,10
38,38,16,0,236,236,1,2689,0,-1235,10
38,38,17,0,238,238,1,2718,0,-1247,10
38,38,18,0,237,237,1,2739,0,-1271,10
38,38,19,0,237,237,1,2660,0,-1243,10
38,38,20,0,238,238,1,2636,0,-1263,10
38,38,21,0,237,237,1,2631,0,-1320,10
38,38,22,0,238,238,1,2651,0,-1336,10
38,38,23,0,237,237,1,2703,0,-1339,10
38,38,24,0,238,238,1,2727,0,-1321,10
38,38,25,0,239,239,1,-1249,0,-2606,10
38,38,26,0,239,239,1,-1321,0,-2709,10
38,38,27,0,239,239,1,-1331,0,-2627,10
38,38,28,0,239,239,1,-1235,0,-2700,10
38,38,29,0,240,240,1,-1225,0,-2665,10
38,38,30,0,241,241,1,-1228,0,-2631,10
38,38,31,0,240,240,1,-1281,0,-2596,10
38,38,32,0,241,241,1,-1312,0,-2602,10
38,38,33,0,240,240,1,-1343,0,-2658,10
38,38,34,0,241,241,1,-1340,0,-2690,10
38,38,35,0,240,240,1,-1288,0,-2722,10
38,38,36,0,241,241,1,-1259,0,-2722,10
38,38,1,0,76,360,0,-1176,364,3754,10
39,39,1,0,134,360,0,-195,0,3691,10
39,39,2,0,135,360,0,2070,0,3068,10
39,39,3,0,136,360,0,4312,0,70,10
46,46,1,0,83,360,0,2847,17,4070,10
47,47,1,0,84,360,0,2847,17,4070,10
48,48,1,0,85,360,0,2847,17,4070,10
52,52,1,0,104,315,0,-1335,0,90,10
54,54,1,0,111,360,0,-984,0,1303,10
54,54,2,0,112,360,0,-1349,0,91,10
54,54,3,0,113,185,0,1451,0,-315,10
55,55,1,0,14,180,0,-547,-9,-3846,30
55,55,2,0,14,180,0,-626,-9,-3954,30
55,55,3,0,14,180,0,-448,-9,-3954,30
55,55,4,0,59,225,0,-4949,-4,-3525,30
55,55,5,0,59,225,0,-4942,-2,-3409,30
55,55,6,0,59,225,0,-5037,2,-3372,30
55,55,7,0,34,135,0,4464,-1,-1993,30
55,55,8,0,34,135,0,4337,-3,-1999,30
55,55,9,0,34,135,0,4320,-3,-2130,30
71,71,1,0,86,360,0,0,20,581,10
71,71,2,0,90,90,0,81,0,451,10
71,71,3,0,89,270,0,-86,0,451,10
71,71,4,0,91,90,0,81,0,353,10
71,71,5,0,91,270,0,-87,0,353,10
71,71,6,0,91,90,0,80,0,274,10
71,71,7,0,91,270,0,-89,0,273,10
71,71,8,0,91,270,0,-91,0,209,10
71,71,9,0,91,90,0,79,0,208,10
71,71,10,0,91,270,0,-89,0,145,10
71,71,11,0,91,90,0,82,0,144,10
71,71,12,0,91,270,0,-90,0,88,10
71,71,13,0,91,90,0,83,0,81,10
72,72,1,0,87,360,0,0,33,437,10
72,72,2,0,92,90,0,100,0,224,10
72,72,3,0,93,270,0,-103,0,223,10
72,72,4,0,94,90,0,122,0,175,10
72,72,5,0,94,90,0,122,0,75,10
72,72,6,0,94,90,0,122,0,-24,10
72,72,7,0,94,90,0,121,0,-125,10
72,72,8,0,94,90,0,121,0,-225,10
72,72,9,0,94,270,0,-128,0,176,10
72,72,10,0,94,270,0,-128,0,75,10
72,72,11,0,94,270,0,-127,0,-24,10
72,72,12,0,94,270,0,-127,0,-124,10
72,72,13,0,94,270,0,-128,0,-224,10
73,73,1,0,88,360,0,49,10,674,10
73,73,2,0,95,90,0,132,3,550,10
73,73,3,0,96,270,0,-32,3,550,10
73,73,4,0,97,90,0,173,0,500,10
73,73,5,0,97,90,0,174,0,400,10
73,73,6,0,97,90,0,173,0,322,10
73,73,7,0,97,90,0,172,0,221,10
73,73,8,0,97,90,0,173,0,121,10
73,73,9,0,97,270,0,-60,0,501,10
73,73,10,0,97,270,0,-68,0,370,10
73,73,11,0,97,270,0,-69,0,224,10
73,73,12,0,97,270,0,-69,0,123,10
73,73,13,0,97,270,0,-68,0,297,10
81,81,1,0,123,360,0,6257,402,5821,10
81,81,2,0,14,360,0,6347,402,5925,10
81,81,3,0,14,360,0,6153,402,5923,10
81,81,4,0,59,360,0,6374,402,-6177,10
81,81,5,0,59,360,0,6229,402,-6172,10
81,81,6,0,129,360,0,6306,402,-6118,10
81,81,7,0,126,360,0,-5900,402,-5814,10
81,81,8,0,34,360,0,-5977,402,-5899,10
81,81,9,0,34,360,0,-5838,402,-5904,10
82,82,1,0,124,360,0,-4786,441,5451,10
82,82,2,0,14,360,0,-4776,441,5565,10
82,82,3,0,14,360,0,-4901,441,5464,10
82,82,4,0,130,360,0,-5781,439,-4941,10
82,82,5,0,59,360,0,-5776,442,-5025,10
82,82,6,0,59,360,0,-5863,442,-4944,10
82,82,7,0,34,360,0,5778,462,-4797,10
82,82,8,0,34,360,0,5692,462,-4874,10
82,82,9,0,127,360,0,5697,462,-4788,10
86,86,1,0,132,270,0,0,0,-416,10
87,87,1,0,133,90,0,-3,0,222,10
89,89,1,0,59,360,0,4866,853,-4609,10
89,89,2,0,59,360,0,4734,853,-4604,10
89,89,3,0,131,360,0,4797,853,-4706,10
89,89,4,0,14,360,0,4679,853,4406,10
89,89,5,0,14,360,0,4818,853,4401,10
89,89,6,0,125,360,0,4748,853,4500,10
89,89,7,0,128,360,0,-4575,853,-4431,10
89,89,8,0,34,360,0,-4493,853,-4367,10
89,89,9,0,34,360,0,-4635,853,-4345,10
91,91,1,0,125,360,0,-18,23,-6452,10
91,91,2,0,128,360,0,5991,47,-801,10
91,91,3,0,131,360,0,-5754,30,-400,10
119,119,1,0,117,360,0,0,0,-349,10
119,119,2,0,118,360,0,-300,0,-351,10
119,119,3,0,119,360,0,301,0,-348,10
138,138,1,0,151,180,0,-71,0,-6134,10
138,138,2,0,152,90,0,6509,0,-679,10
138,138,3,0,153,270,0,-6324,0,-460,10
139,139,1,0,151,180,0,-71,0,-6134,10
139,139,2,0,152,90,0,6509,0,-679,10
139,139,3,0,153,270,0,-6324,0,-460,10
